organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	identificationRemarks	occurrenceID	materialSampleID
4	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Mecoptera;Bittacidae;Bittacus;Bittacus_pilicornis, confidences 1;0.3;0.19;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1202_EE0044	EE0044
4	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Lepidosauria;Squamata;Lacertidae;Acanthodactylus;Acanthodactylus_beershebensis, confidences 1;0.55;0.13;0.13;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1212_EE0072	EE0072
4	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Distocyclus;Distocyclus_conirostris, confidences 1;0.48;0.27;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.1214_EE0046	EE0046
4	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Distocyclus;Distocyclus_conirostris, confidences 1;0.48;0.27;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.1214_EE0045	EE0045
4	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Bivalvia;Cardiida;Cardiidae;Fulvia;Fulvia_lineonotata, confidences 1;0.13;0.04;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1215_EE0062	EE0062
4	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Cypriniformes;Acheilognathidae;Acheilognathus;Acheilognathus_omeiensis, confidences 1;0.54;0.33;0.08;0.06;0.06;0.03. No VSEARCH hits at 0.97 identity.	asv.1223_EE0046	EE0046
4	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Echinaster;Echinaster_farquhari, confidences 1;0.06;0.05;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1224_EE0062	EE0062
4	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Bivalvia;Limoida;Limidae;Limaria;Limaria_pellucida, confidences 1;0.19;0.08;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.	asv.1225_EE0043	EE0043
4	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Antipathes;Antipathes_cf._dichotoma_NB-2020, confidences 1;0.02;0.02;0.02;0.01;0;0. No VSEARCH hits at 0.97 identity.	asv.1229_EE0046	EE0046
4	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii, confidences 1;0.76;0.32;0.07;0.07;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.1234_EE0044	EE0044
4	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Distocyclus;Distocyclus_conirostris, confidences 1;0.51;0.3;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1235_EE0046	EE0046
4	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gymnotiformes;Sternopygidae;Distocyclus;Distocyclus_conirostris, confidences 1;0.51;0.3;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1235_EE0044	EE0044
4	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. No VSEARCH hits at 0.97 identity.	asv.1237_EE0043	EE0043
4	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. No VSEARCH hits at 0.97 identity.	asv.1237_EE0078	EE0078
4	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Phasmatodea;Diapheromeridae;Bacteria_Latreille_et_al._1825;Bacteria_ferula, confidences 1;0.56;0.45;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1244_EE0072	EE0072
4	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Phasmatodea;Diapheromeridae;Bacteria_Latreille_et_al._1825;Bacteria_ferula, confidences 1;0.56;0.45;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1244_EE0043	EE0043
4	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens;	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species		asv.1255_EE0045	EE0045
4	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Chromis;Chromis_insolata, confidences 1;0.72;0.33;0.05;0.05;0.05;0.03. No VSEARCH hits at 0.97 identity.	asv.1256_EE0046	EE0046
4	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Chromis;Chromis_insolata, confidences 1;0.72;0.33;0.05;0.05;0.05;0.03. No VSEARCH hits at 0.97 identity.	asv.1256_EE0047	EE0047
4	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Odonata;Libellulidae;Allorrhizucha;Allorrhizucha_preussi, confidences 1;0.35;0.2;0;0;0;0. No VSEARCH hits at 0.97 identity.	asv.1257_EE0062	EE0062
4	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Poeciliidae;Girardinus;Girardinus_metallicus, confidences 1;0.79;0.3;0.07;0.04;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.1258_EE0044	EE0044
4	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Bivalvia;Unionida;Unionidae;Parvaspina;Parvaspina_collina, confidences 1;0.15;0.08;0.06;0.06;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1259_EE0072	EE0072
4	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Lepidosauria;Squamata;Teiidae;Callopistes;Callopistes_maculatus, confidences 1;0.44;0.15;0.15;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1272_EE0044	EE0044
4	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens;	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species		asv.1276_EE0045	EE0045
4	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens;	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species		asv.1284_EE0078	EE0078
4	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Cypriniformes;Acheilognathidae;Acheilognathus;Acheilognathus_cf._macropterus_CBM-ZF-12465, confidences 1;0.42;0.23;0.04;0.03;0.03;0.02. No VSEARCH hits at 0.97 identity.	asv.1285_EE0061	EE0061
4	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Diplopoda;Spirobolida;Rhinocricidae;Rhinocricus;Rhinocricus_parcus, confidences 1;0.46;0.1;0.1;0.1;0.1;0.1. No VSEARCH hits at 0.97 identity.	asv.1289_EE0045	EE0045
4	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Sciaenidae;Johnius;Johnius_grypotus, confidences 1;0.57;0.28;0.06;0.06;0.06;0.05. No VSEARCH hits at 0.97 identity.	asv.1292_EE0043	EE0043
4	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Vanderhorstia;Vanderhorstia_mertensi, confidences 1;0.43;0.29;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1297_EE0043	EE0043
4	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens;	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species		asv.1302_EE0062	EE0062
4	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cyclopsettidae;Citharichthys;Citharichthys_spilopterus, confidences 1;0.56;0.44;0.11;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1305_EE0078	EE0078
4	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Lepidoptera;Nymphalidae;Hestinalis;Hestinalis_nama, confidences 1;0.28;0.2;0.04;0.04;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1319_EE0072	EE0072
4	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Chilopoda;Geophilomorpha;Linotaeniidae;Strigamia;Strigamia_chionophila, confidences 1;0.27;0.07;0.07;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.1323_EE0043	EE0043
4	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Chromis;Chromis_iomelas, confidences 1;0.5;0.23;0.06;0.06;0.05;0.02. No VSEARCH hits at 0.97 identity.	asv.1331_EE0062	EE0062
4	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Nemertea;Palaeonemertea;Tubulaniformes;Tubulanidae;Callinera;Callinera_kasyanovi, confidences 1;0.06;0.06;0.06;0.06;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1333_EE0044	EE0044
4	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Nycteribiidae;Penicillidia;Penicillidia_jenynsii, confidences 1;0.35;0.28;0.18;0.03;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1334_EE0043	EE0043
4	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Nycteribiidae;Penicillidia;Penicillidia_jenynsii, confidences 1;0.35;0.28;0.18;0.03;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1334_EE0061	EE0061
4	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Lepidosauria;Squamata;Sphaerodactylidae;Sphaerodactylus;Sphaerodactylus_ariasae, confidences 1;0.84;0.27;0.27;0.06;0.06;0.05. No VSEARCH hits at 0.97 identity.	asv.1338_EE0078	EE0078
4	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Lepidosauria;Squamata;Sphaerodactylidae;Sphaerodactylus;Sphaerodactylus_ariasae, confidences 1;0.84;0.27;0.27;0.06;0.06;0.05. No VSEARCH hits at 0.97 identity.	asv.1338_EE0044	EE0044
4	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens;	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species		asv.1339_EE0078	EE0078
4	present	Hugo Gante	eDNA expeditions citizen science sampling	453071	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae		Eukaryota;Chordata;Mammalia;Primates;Hominidae;Pan;Pan_troglodytes;	Hominidae	urn:lsid:marinespecies.org:taxname:1455975	family		asv.1344_EE0083	EE0083
4	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Bivalvia;Venerida;Chamidae;Chama;Chama_asperella, confidences 1;0.28;0.18;0.1;0.09;0.09;0.08. No VSEARCH hits at 0.97 identity.	asv.1345_EE0078	EE0078
4	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Streblidae;Brachytarsina;Brachytarsina_kanoi, confidences 1;0.46;0.39;0.07;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1346_EE0078	EE0078
4	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Arachnida;Araneae;Stenochilidae;Colopea;Colopea_cf._virgata_NP005, confidences 1;0.34;0.04;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1353_EE0043	EE0043
4	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Hymenoptera;Pergidae;Perreyia;Perreyia_nigriceps, confidences 1;0.21;0.08;0;0;0;0. No VSEARCH hits at 0.97 identity.	asv.1362_EE0047	EE0047
4	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Bacteria						Bacteria;unknown;unknown;unknown;unknown;unknown;uncultured_bacterium;	Bacteria	urn:lsid:marinespecies.org:taxname:6	kingdom		asv.1366_EE0044	EE0044
4	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Streblidae;Brachytarsina;Brachytarsina_kanoi, confidences 1;0.38;0.29;0.05;0;0;0. No VSEARCH hits at 0.97 identity.	asv.1373_EE0072	EE0072
4	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Harengula;Harengula_thrissina, confidences 1;0.68;0.54;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.	asv.1374_EE0043	EE0043
4	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Daphniidae;Simocephalus;Simocephalus_sibiricus, confidences 1;0.18;0.03;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.1381_EE0047	EE0047
4	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Gobiosoma;Gobiosoma_hildebrandi, confidences 1;0.48;0.17;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.1389_EE0072	EE0072
4	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Gobiosoma;Gobiosoma_hildebrandi, confidences 1;0.48;0.17;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.1389_EE0062	EE0062
4	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Siluriformes;Loricariidae;Rineloricaria;Rineloricaria_eigenmanni, confidences 1;0.63;0.41;0.1;0.02;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1390_EE0061	EE0061
4	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Siluriformes;Loricariidae;Rineloricaria;Rineloricaria_eigenmanni, confidences 1;0.63;0.41;0.1;0.02;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1390_EE0044	EE0044
4	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Streblidae;Brachytarsina;Brachytarsina_kanoi, confidences 1;0.57;0.44;0.13;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.	asv.1396_EE0061	EE0061
4	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Streblidae;Brachytarsina;Brachytarsina_kanoi, confidences 1;0.41;0.25;0.05;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1399_EE0045	EE0045
4	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;c_Chordata;Crocodylia;Crocodylidae;Crocodylus;Crocodylus_intermedius, confidences 1;0.51;0.02;0.02;0.02;0.02;0. No VSEARCH hits at 0.97 identity.	asv.1408_EE0045	EE0045
4	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Sparidae	Acanthopagrus		Acanthopagrus schlegelii	urn:lsid:marinespecies.org:taxname:293534	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Acanthopagrus;Acanthopagrus_schlegelii, confidences 1;1;1;1;1;0.96;0.66. No VSEARCH hits at 0.97 identity.	asv.141_EE0047	EE0047
4	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Epinephelus	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;	Epinephelus	urn:lsid:marinespecies.org:taxname:126068	genus		asv.1426_EE0062	EE0062
4	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadellidae;Nesophrosyne;Nesophrosyne_myrsines, confidences 1;0.4;0.27;0.05;0.03;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1429_EE0043	EE0043
4	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Bivalvia;Cardiida;Tellinidae;Serratina;Serratina_capsoides, confidences 1;0.19;0.06;0.03;0.03;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1435_EE0045	EE0045
