organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	phylum	class	order	family	genus	identificationRemarks	scientificName	scientificNameID	taxonRank	occurrenceID	materialSampleID
2	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Amphibia;Anura;Bufonidae;Ansonia;Ansonia_endauensis, confidences 1;0.91;0.22;0.2;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.38_EE0147	EE0147
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1529914	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates			Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Allochrocebus;Allochrocebus_lhoesti, confidences 1;0.96;0.92;0.83;0.32;0.18;0.16. No VSEARCH hits at 0.97 identity.	Primates	urn:lsid:marinespecies.org:taxname:1455974	order	asv.382_EE0004	EE0004
2	present	Hugo Gante	eDNA expeditions citizen science sampling	6106	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;0.96;0.95;0.9;0.9. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,MF464491,KC914580,MZ846685, identities 99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.390_SO-blank	SO-blank
2	present	Hugo Gante	eDNA expeditions citizen science sampling	461657	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;0.96;0.95;0.9;0.9. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,MF464491,KC914580,MZ846685, identities 99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.390_EE0006	EE0006
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1403929	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Otariidae		Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus_pusillus, confidences 1;1;1;1;1;0.72;0.69. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AM181018, identities 97, taxonomy Arctocephalus_pusillus, consensus Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus_pusillus.	Otariidae	urn:lsid:marinespecies.org:taxname:231386	family	asv.393_EE0017	EE0017
2	present	Hugo Gante	eDNA expeditions citizen science sampling	118237	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;0.98;0.98;0.95;0.95. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,MF464491,KC914580,MZ846685, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.403_EE0021	EE0021
2	present	Hugo Gante	eDNA expeditions citizen science sampling	118237	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Perciformes	Nototheniidae		Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus;Trematomus_loennbergii, confidences 1;1;1;0.99;0.98;0.75;0.32. No VSEARCH hits at 0.97 identity.	Nototheniidae	urn:lsid:marinespecies.org:taxname:151404	family	asv.406_EE0021	EE0021
2	present	Hugo Gante	eDNA expeditions citizen science sampling	461657	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Perciformes	Nototheniidae		Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus;Trematomus_loennbergii, confidences 1;1;1;0.99;0.98;0.75;0.32. No VSEARCH hits at 0.97 identity.	Nototheniidae	urn:lsid:marinespecies.org:taxname:151404	family	asv.406_EE0006	EE0006
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1207398	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Syngnathiformes;Aulostomidae;Aulostomus;Aulostomus_maculatus, confidences 1;0.92;0.44;0.01;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.415_EE0001	EE0001
2	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia				Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;Nomascus_gabriellae, confidences 1;0.97;0.84;0.56;0.16;0.15;0.13. No VSEARCH hits at 0.97 identity.	Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	asv.416_EE0147	EE0147
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1207398	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Syngnathiformes;Aulostomidae;Aulostomus;Aulostomus_maculatus, confidences 1;0.88;0.5;0.13;0.13;0.13;0.13. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.428_EE0001	EE0001
2	present	Hugo Gante	eDNA expeditions citizen science sampling	746433	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Amphibia;Anura;Centrolenidae;Cochranella;Cochranella_nola, confidences 1;0.99;0.21;0.21;0.04;0.03;0.03. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.431_EE0087	EE0087
2	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Perciformes	Harpagiferidae	Harpagifer	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Harpagiferidae;Harpagifer;Harpagifer_antarcticus, confidences 1;1;1;1;0.98;0.98;0.98. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC069699,NC_046024,LC069700, identities 99.4,97.1,97.1, taxonomy Harpagifer_antarcticus,Pogonophryne_albipinna,Pogonophryne_scotti, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Artedidraconidae;Pogonophryne.	Harpagifer antarcticus	urn:lsid:marinespecies.org:taxname:234825	species	asv.434_EE0147	EE0147
2	present	Hugo Gante	eDNA expeditions citizen science sampling	6106	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia				Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;0.74;0.74;0.74;0.74. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,MF464491,KC914580,MZ846685, identities 99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	asv.437_SO-blank	SO-blank
2	present	Hugo Gante	eDNA expeditions citizen science sampling	118237	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia				Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;0.74;0.74;0.74;0.74. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,MF464491,KC914580,MZ846685, identities 99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	asv.437_EE0021	EE0021
2	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Perciformes	Harpagiferidae	Harpagifer	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Harpagiferidae;Harpagifer;Harpagifer_antarcticus, confidences 1;1;1;1;0.98;0.98;0.98. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC069699,NC_046024,LC069700, identities 99.4,97.1,97.1, taxonomy Harpagifer_antarcticus,Pogonophryne_albipinna,Pogonophryne_scotti, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Artedidraconidae;Pogonophryne.	Harpagifer antarcticus	urn:lsid:marinespecies.org:taxname:234825	species	asv.440_EE0147	EE0147
2	present	Hugo Gante	eDNA expeditions citizen science sampling	118237	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Perciformes	Harpagiferidae	Harpagifer	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Harpagiferidae;Harpagifer;Harpagifer_antarcticus, confidences 1;1;1;1;0.98;0.98;0.98. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC069699,NC_046024,LC069700, identities 99.4,97.1,97.1, taxonomy Harpagifer_antarcticus,Pogonophryne_albipinna,Pogonophryne_scotti, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Artedidraconidae;Pogonophryne.	Harpagifer antarcticus	urn:lsid:marinespecies.org:taxname:234825	species	asv.440_EE0021	EE0021
2	present	Hugo Gante	eDNA expeditions citizen science sampling	774673	DNA Sequence reads	DNA Sequence reads						Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Bacteria	urn:lsid:marinespecies.org:taxname:6	kingdom	asv.444_EE0003	EE0003
2	present	Hugo Gante	eDNA expeditions citizen science sampling	774673	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Syngnathiformes;Aulostomidae;Aulostomus;Aulostomus_maculatus, confidences 1;0.86;0.46;0.09;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.453_EE0003	EE0003
2	present	Hugo Gante	eDNA expeditions citizen science sampling	461657	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus_kaianus, confidences 1;0.9;0.46;0.07;0.07;0.07;0.04. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.458_EE0006	EE0006
2	present	Hugo Gante	eDNA expeditions citizen science sampling	746433	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Characiformes;Alestidae;Bathyaethiops;Bathyaethiops_caudomaculatus, confidences 1;0.91;0.49;0.06;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.462_EE0087	EE0087
2	present	Hugo Gante	eDNA expeditions citizen science sampling	746433	DNA Sequence reads	DNA Sequence reads						Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Bacteria	urn:lsid:marinespecies.org:taxname:6	kingdom	asv.474_EE0087	EE0087
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1314815	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Perciformes	Nototheniidae		Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus;Trematomus_loennbergii, confidences 1;1;1;0.99;0.98;0.7;0.34. No VSEARCH hits at 0.97 identity.	Nototheniidae	urn:lsid:marinespecies.org:taxname:151404	family	asv.477_EE0022	EE0022
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1529914	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Eulipotyphla;Soricidae;Sorex;Sorex_cinereus, confidences 1;0.91;0.62;0.12;0.1;0.07;0.07. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.483_EE0004	EE0004
2	present	Hugo Gante	eDNA expeditions citizen science sampling	746433	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Syngnathiformes;Aulostomidae;Aulostomus;Aulostomus_maculatus, confidences 1;0.8;0.45;0.16;0.16;0.16;0.16. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.491_EE0087	EE0087
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1207398	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Syngnathiformes;Aulostomidae;Aulostomus;Aulostomus_maculatus, confidences 1;0.8;0.45;0.16;0.16;0.16;0.16. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.491_EE0001	EE0001
2	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Canidae	Canis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_lupus, confidences 1;1;1;1;1;1;0.96. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits MZ042325,KF661090,MW916028,KY798511,EU740412,AM711902,KJ637058,EU789673,MH753649,KF661086, identities 100,99.4,99.4,99.4,98.8,98.8,98.8,98.8,98.8,98.2, taxonomy Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus, consensus Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_lupus.	Canis lupus	urn:lsid:marinespecies.org:taxname:1506689	species	asv.501_EE0147	EE0147
2	present	Hugo Gante	eDNA expeditions citizen science sampling	461657	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Syngnathiformes;Aulostomidae;Aulostomus;Aulostomus_maculatus, confidences 1;0.84;0.49;0.15;0.15;0.15;0.15. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.505_EE0006	EE0006
2	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Syngnathiformes;Aulostomidae;Aulostomus;Aulostomus_maculatus, confidences 1;0.84;0.49;0.15;0.15;0.15;0.15. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.505_EE0147	EE0147
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1314815	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;Nomascus_gabriellae, confidences 1;1;0.78;0.44;0.04;0.02;0.02. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.51_EE0022	EE0022
2	present	Hugo Gante	eDNA expeditions citizen science sampling	774673	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Lepidosauria;Squamata;Colubridae;Hemorrhois;Hemorrhois_nummifer, confidences 1;0.95;0.14;0.14;0;0;0. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.511_EE0003	EE0003
2	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Lepidosauria;Squamata;Colubridae;Hemorrhois;Hemorrhois_nummifer, confidences 1;0.95;0.14;0.14;0;0;0. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.511_EE0147	EE0147
2	present	Hugo Gante	eDNA expeditions citizen science sampling	461657	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Rodentia;Cricetidae;Myodes;Myodes_smithii, confidences 1;0.93;0.15;0.14;0.14;0.08;0.05. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.513_EE0006	EE0006
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1120649	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina, confidences 1;1;1;1;1;0.97;0.97. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AY377291,AM181023, identities 98.8,98.8, taxonomy Mirounga_leonina,Mirounga_leonina, consensus Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina.	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	species	asv.52_EE0019	EE0019
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1120649	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Pitheciidae;Pithecia;Pithecia_albicans, confidences 1;0.99;0.79;0.57;0.22;0.2;0.2. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.522_EE0019	EE0019
2	present	Hugo Gante	eDNA expeditions citizen science sampling	461657	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Perciformes	Nototheniidae		Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus;Trematomus_loennbergii, confidences 1;1;1;0.98;0.98;0.72;0.33. No VSEARCH hits at 0.97 identity.	Nototheniidae	urn:lsid:marinespecies.org:taxname:151404	family	asv.526_EE0006	EE0006
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1107904	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;0.95;0.95;0.9;0.9. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits JQ703657,KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,MF464491,KC914580, identities 99.4,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.528_EE0127	EE0127
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1403929	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;0.98;0.95;0.9;0.9. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits GU455418,KY411495,KY595550,FM865409,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804, identities 99.4,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.532_EE0017	EE0017
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1529914	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;0.98;0.95;0.9;0.9. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits GU455418,KY411495,KY595550,FM865409,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804, identities 99.4,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.532_EE0004	EE0004
2	present	Hugo Gante	eDNA expeditions citizen science sampling	774673	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia				Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;Nomascus_gabriellae, confidences 1;1;0.88;0.52;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	asv.534_EE0003	EE0003
2	present	Hugo Gante	eDNA expeditions citizen science sampling	36537	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;0.99;0.99;0.96;0.96. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,MF464491,KC914580,MZ846685, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.538_EE0005	EE0005
2	present	Hugo Gante	eDNA expeditions citizen science sampling	774673	DNA Sequence reads	DNA Sequence reads						Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Bacteria	urn:lsid:marinespecies.org:taxname:6	kingdom	asv.555_EE0003	EE0003
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1529914	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Notacanthiformes;Notacanthidae;Polyacanthonotus;Polyacanthonotus_rissoanus, confidences 1;0.87;0.44;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.557_EE0004	EE0004
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1120649	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Notacanthiformes;Notacanthidae;Polyacanthonotus;Polyacanthonotus_rissoanus, confidences 1;0.87;0.44;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.557_EE0019	EE0019
2	present	Hugo Gante	eDNA expeditions citizen science sampling	1120649	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates			Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Allochrocebus;Allochrocebus_lhoesti, confidences 1;0.95;0.92;0.82;0.31;0.18;0.16. No VSEARCH hits at 0.97 identity.	Primates	urn:lsid:marinespecies.org:taxname:1455974	order	asv.56_EE0019	EE0019
